event_date,user_id,id,latitude,longitude,city,state,district,HUB
2021-08-23 12:03:45,174031,288335,-22.9326254,-43.2446104,Rio de Janeiro,RJ,Tijuca,São Cristóvão
2021-08-23 12:07:11,1004750,295173,-23.4890626,-46.6266693,São Paulo,SP,Santana,Tatuapé
2021-08-23 12:07:39,1004757,295180,-23.7134501,-46.7022036,São Paulo,SP,Cidade Dutra,
2021-08-23 12:07:43,177537,294994,-23.6607658,-46.7068928,São Paulo,SP,Santo Amaro,
2021-08-23 12:08:32,67754,20157,-22.8981277,-43.2773485,Rio de Janeiro,RJ,Méier,
2021-08-23 12:09:14,1004763,295186,-22.8788659,-43.1029443,Niterói,RJ,Fonseca,
2021-08-23 12:09:50,96842,37447,-23.5645561,-46.6554097,São Paulo,SP,Jardim Paulista,
2021-08-23 12:09:51,96842,37447,-23.5645561,-46.6554097,São Paulo,SP,Jardim Paulista,
2021-08-23 12:10:25,952338,295169,-23.6009666,-46.545001,São Paulo,SP,Vila Alpina,
2021-08-23 12:10:42,94948,30816,-22.9186153,-43.2126228,Rio de Janeiro,RJ,Tijuca,
2021-08-23 12:10:42,177609,295136,-22.8921394,-43.572811,Rio de Janeiro,RJ,Ramos,
2021-08-23 12:10:46,111384,83700,-22.9160994,-42.819192,Maricá,RJ,,
2021-08-23 12:11:16,82243,69855,-22.9235939,-43.2441031,Rio de Janeiro,RJ,Andaraí,
2021-08-23 12:11:35,177637,295181,-23.6179451,-46.7702582,Taboão da Serra,SP,Vila Sonia do Taboao,
2021-08-23 12:13:58,915039,221379,-22.8493015,-42.9978238,São Gonçalo,RJ,Jóquei Clube,
2021-08-23 12:14:16,177651,295202,-23.6033664,-46.6763897,São Paulo,SP,Vila Olímpia,
2021-08-23 12:15:32,167801,252410,-22.839705,-43.088929,São Gonçalo,RJ,Porto Velho,
2021-08-23 12:15:41,149986,217055,-22.9212136,-43.2410134,Rio de Janeiro,RJ,Vila Isabel,
2021-08-23 12:15:45,1004639,295081,-22.9250174,-43.2315137,Rio de Janeiro,RJ,Tijuca,
2021-08-23 12:15:50,108319,81832,-22.939753,-43.1755715,Rio de Janeiro,RJ,Flamengo,
2021-08-23 12:15:50,167801,252410,-22.839705,-43.088929,São Gonçalo,RJ,Porto Velho,
2021-08-23 12:16:10,1004703,295130,-23.5554637,-46.6745705,São Paulo,SP,Pinheiros,
2021-08-23 12:16:29,75883,211680,-22.8623556,-43.3927972,Rio de Janeiro,RJ,Vila Militar,
2021-08-23 12:16:39,1004785,295215,-24.1927061,-46.8061799,Itanhaém,SP,Praia dos Sonhos,
2021-08-23 12:16:41,177641,295185,-23.5575317,-46.4900203,São Paulo,SP,Cidade Líder,
2021-08-23 12:16:55,961257,259009,-23.0041636,-43.4829483,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-23 12:17:30,177502,294950,-23.6692257,-46.6913818,São Paulo,SP,Vila Isa,Vila Olímpia
2021-08-23 12:17:42,967116,263759,-22.7706413,-43.2866415,Duque de Caxias,RJ,,
2021-08-23 12:17:45,136828,127167,-22.9015703,-43.2820322,Rio de Janeiro,RJ,Méier,
2021-08-23 12:18:00,94948,30816,-22.9186153,-43.2126228,Rio de Janeiro,RJ,Tijuca,
2021-08-23 12:18:03,75883,211680,-22.8623556,-43.3927972,Rio de Janeiro,RJ,Vila Militar,
2021-08-23 12:18:08,942652,295218,-22.8979813,-42.0353995,Cabo Frio,RJ,Braga,
2021-08-23 12:18:09,94948,30816,-22.9186153,-43.2126228,Rio de Janeiro,RJ,Tijuca,
2021-08-23 12:18:20,41713,46133,-22.9729025,-43.1904365,Rio de Janeiro,RJ,Copacabana,São Cristóvão
2021-08-23 12:18:31,11199,25399,-22.8135712,-43.1860376,Rio de Janeiro,RJ,Cacuia,
2021-08-23 12:19:08,119114,65583,-22.536007,-43.19293,Petrópolis,RJ,São Sebastiao,
2021-08-23 12:19:15,119114,65583,-22.536007,-43.19293,Petrópolis,RJ,São Sebastiao,
2021-08-23 12:20:34,177644,295191,-23.571698,-46.7099157,São Paulo,SP,Butantã,
2021-08-23 12:20:55,101718,261841,-22.7844651,-43.3301357,São João de Meriti,RJ,Parque Araruama,
2021-08-23 12:22:15,152080,223185,-25.4346973,-49.2505266,Curitiba,PR,Cristo Rei,
2021-08-23 12:22:17,152080,223185,-25.4346973,-49.2505266,Curitiba,PR,Cristo Rei,
2021-08-23 12:22:18,133407,167182,-23.020919,-43.5117088,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-23 12:22:53,169696,276897,-23.4844665,-46.7198116,São Paulo,SP,Vila Barreto,Alphaville
2021-08-23 12:22:56,144826,201730,-22.8645833,-43.2942633,Rio de Janeiro,RJ,Engenho da Rainha,
2021-08-23 12:23:39,177658,294619,-22.8851081,-43.5713569,Rio de Janeiro,RJ,Campo Grande,
2021-08-23 12:24:08,29199,25811,-22.824523,-43.4206279,Nilópolis,RJ,Cabral,
2021-08-23 12:24:25,173988,288251,-22.9024007,-43.2713019,Rio de Janeiro,RJ,Engenho Novo,
2021-08-23 12:24:32,153502,227412,-22.9521886,-43.181076,Rio de Janeiro,RJ,Botafogo,
2021-08-23 12:24:58,29199,25811,-22.824523,-43.4206279,Nilópolis,RJ,Cabral,
2021-08-23 12:25:10,146197,205688,-22.9923038,-43.3478651,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-23 12:25:12,170233,278780,-23.5596912,-46.4370587,São Paulo,SP,Colônia (Zona Leste),Tatuapé
2021-08-23 12:26:21,119640,114716,-22.931333,-43.1757378,Rio de Janeiro,RJ,Flamengo,
2021-08-23 12:26:30,115191,97013,-25.4055475,-49.2117729,Curitiba,PR,Bairro Alto,
2021-08-23 12:27:41,107762,219055,-22.8712015,-43.2863118,Rio de Janeiro,RJ,Inhauma,
2021-08-23 12:28:22,107762,219055,-22.8712015,-43.2863118,Rio de Janeiro,RJ,Inhauma,
2021-08-23 12:28:24,1004801,295228,-23.5538485,-46.6927575,São Paulo,SP,Pinheiros,
2021-08-23 12:28:42,1004801,295228,-23.5538485,-46.6927575,São Paulo,SP,Pinheiros,
2021-08-23 12:28:44,1004801,295228,-23.5538485,-46.6927575,São Paulo,SP,Pinheiros,
2021-08-23 12:29:08,177628,254865,-15.8080939,-47.8837336,Brasília,DF,Asa Sul,
2021-08-23 12:29:16,85473,725,-23.6282269,-46.5846777,São Paulo,SP,Jardim Patente,
2021-08-23 12:30:01,1004803,295232,-22.735379,-43.3954787,Belford Roxo,RJ,Xavantes,
2021-08-23 12:30:31,1004803,295232,-22.735379,-43.3954787,Belford Roxo,RJ,Xavantes,
2021-08-23 12:32:03,968906,265138,-23.4381206,-46.3008757,Itaquaquecetuba,SP,,
2021-08-23 12:32:18,169237,275504,-22.9062881,-43.1044794,Niterói,RJ,Icaraí,
2021-08-23 12:33:00,24402,220702,-22.9431978,-43.5713405,Rio de Janeiro,RJ,Guaratiba,Barra
2021-08-23 12:33:23,1004814,295244,-22.87277,-43.3092258,Rio de Janeiro,RJ,Tomás Coelho,
2021-08-23 12:34:44,163462,258587,-22.9000026,-43.3508227,Rio de Janeiro,RJ,Praça Seca,
2021-08-23 12:35:00,157778,232203,-25.4387232,-49.2362781,Curitiba,PR,Cristo Rei,
2021-08-23 12:35:01,176353,274312,-22.9212136,-43.2410134,Rio de Janeiro,RJ,Vila Isabel,
2021-08-23 12:35:18,163385,222114,-22.8133922,-42.1013384,São Pedro da Aldeia,RJ,Recanto do Sol,
2021-08-23 12:35:23,163385,222114,-22.8133922,-42.1013384,São Pedro da Aldeia,RJ,Recanto do Sol,
2021-08-23 12:35:28,163385,222114,-22.8133922,-42.1013384,São Pedro da Aldeia,RJ,Recanto do Sol,
2021-08-23 12:35:38,163385,222114,-22.8133922,-42.1013384,São Pedro da Aldeia,RJ,Recanto do Sol,
2021-08-23 12:35:57,30810,185978,-15.8114166,-47.8945011,Brasília,DF,Asa Sul,
2021-08-23 12:36:07,30810,185978,-15.8114166,-47.8945011,Brasília,DF,Asa Sul,
2021-08-23 12:36:14,177590,295104,-22.942253,-43.1889405,Rio de Janeiro,RJ,Botafogo,
2021-08-23 12:36:17,163462,258587,-22.9000026,-43.3508227,Rio de Janeiro,RJ,Praça Seca,
2021-08-23 12:36:40,177672,295237,-23.5668578,-46.4607865,São Paulo,SP,Jardim Nossa Sra. do Carmo,
2021-08-23 12:37:29,30810,185978,-15.8114166,-47.8945011,Brasília,DF,Asa Sul,
2021-08-23 12:37:47,30810,185978,-15.8114166,-47.8945011,Brasília,DF,Asa Sul,
2021-08-23 12:38:22,51336,295147,-23.0476552,-43.5526482,Rio de Janeiro,RJ,Guaratiba,
2021-08-23 12:40:00,30810,185978,-15.8114166,-47.8945011,Brasília,DF,Asa Sul,
2021-08-23 12:40:50,174528,289337,-23.5266275,-46.5270538,São Paulo,SP,Vila Esperança,
2021-08-23 12:40:58,175399,290977,-15.8524544,-48.1201131,Brasília,DF,St. P,Brasília
2021-08-23 12:41:06,175399,290977,-15.8524544,-48.1201131,Brasília,DF,St. P,Brasília
2021-08-23 12:41:12,175399,290977,-15.8524544,-48.1201131,Brasília,DF,St. P,Brasília
2021-08-23 12:41:24,1003738,294292,-22.8867338,-42.0388052,Cabo Frio,RJ,Jardim Caiçara,
2021-08-23 12:43:32,1004838,295268,-23.6343553,-46.5251548,Santo André,SP,Parque das Nações,São Bernardo do Campo
2021-08-23 12:44:08,125571,295268,-23.6343553,-46.5251548,Santo André,SP,Parque das Nações,São Bernardo do Campo
2021-08-23 12:44:29,1004832,295257,-23.4726421,-46.6002934,São Paulo,SP,Vila Mazzei,
2021-08-23 12:44:33,134722,184696,-23.6000178,-46.6736659,São Paulo,SP,Vila Uberabinha,
2021-08-23 12:44:49,162251,149069,-22.9843411,-43.2297089,Rio de Janeiro,RJ,Leblon,
2021-08-23 12:45:34,144991,239289,-23.0001785,-43.5410692,Rio de Janeiro,RJ,Guaratiba,Barra
2021-08-23 12:45:34,144991,239289,-23.0001785,-43.5410692,Rio de Janeiro,RJ,Guaratiba,
2021-08-23 12:46:41,123407,131708,-23.5049224,-46.7459036,São Paulo,SP,Vila Mangalot,
2021-08-23 12:49:10,139761,161594,-23.6422143,-46.5587778,São Caetano do Sul,SP,Boa Vista,
2021-08-23 12:49:22,998395,289529,-23.5346003,-46.6726654,São Paulo,SP,Perdizes,
2021-08-23 12:50:27,139761,161594,-23.6422143,-46.5587778,São Caetano do Sul,SP,Boa Vista,
2021-08-23 12:51:01,144130,195370,-15.7950174,-47.9267674,Brasília,DF,,
2021-08-23 12:51:12,1003738,294292,-22.8867338,-42.0388052,Cabo Frio,RJ,Jardim Caiçara,
2021-08-23 12:51:21,1004851,295276,-24.2832442,-53.8399872,Palotina,PR,,
2021-08-23 12:51:32,54806,36948,-22.9653223,-43.1791432,Rio de Janeiro,RJ,Copacabana,
2021-08-23 12:51:33,1003738,295283,-22.7588284,-43.4825546,Nova Iguaçu,RJ,Jardim Alvorada,
2021-08-23 12:51:49,175429,291053,-22.9058481,-43.3017098,Rio de Janeiro,RJ,Engenho de Dentro,
2021-08-23 12:52:24,1004856,233278,-15.8032275,-48.0175522,Brasília,DF,St. Hab. Vicente Pires,
2021-08-23 12:52:29,177685,295279,-23.5331556,-46.7158717,São Paulo,SP,Alto da Lapa,
2021-08-23 12:52:41,566447,8743,-23.6185326,-46.6846065,São Paulo,SP,Brooklin,
2021-08-23 12:52:54,177685,295279,-23.5331556,-46.7158717,São Paulo,SP,Alto da Lapa,
2021-08-23 12:53:30,1004862,295285,-23.4771703,-46.7442766,São Paulo,SP,Vila Pirituba,
2021-08-23 12:54:44,173588,287333,-23.48543,-46.5851401,São Paulo,SP,Vila Medeiros,
2021-08-23 12:55:22,35996,3241,-15.6210527,-47.6581569,Brasília,DF,,
2021-08-23 12:55:43,627821,222686,-22.9872476,-43.1901074,Rio de Janeiro,RJ,Copacabana,
2021-08-23 12:56:21,103406,57721,-15.9989665,-48.0594462,Brasília,DF,,Brasília
2021-08-23 12:56:30,177686,295287,-13.0135872,-38.4747661,Salvador,BA,Amaralina,
2021-08-23 12:57:06,172428,284511,-22.9293804,-43.3557822,Rio de Janeiro,RJ,Pechincha,
2021-08-23 12:57:20,1003738,295283,-22.7588284,-43.4825546,Nova Iguaçu,RJ,Jardim Alvorada,
2021-08-23 12:58:08,144130,195370,-15.7950174,-47.9267674,Brasília,DF,,
2021-08-23 12:58:16,175558,291313,-22.8197186,-43.4195331,Nilópolis,RJ,Cabral,
2021-08-23 12:58:17,149636,295283,-22.7588284,-43.4825546,Nova Iguaçu,RJ,Jardim Alvorada,
2021-08-23 12:59:01,149636,234837,-23.5842705,-46.740411,São Paulo,SP,Jardim Bonfiglioli,
2021-08-23 12:59:37,137386,295015,-21.2388951,-48.3219896,Jaboticabal,SP,Recanto do Barreiro,
2021-08-23 12:59:50,177688,295289,-22.8922615,-43.1124706,Niterói,RJ,Fátima,
2021-08-23 13:00:01,1004878,295300,-25.5620125,-49.3406302,Curitiba,PR,Tatuquara,
2021-08-23 13:01:38,177693,290975,-25.4091288,-49.2059922,Curitiba,PR,Bairro Alto,
2021-08-23 13:01:44,177693,290975,-25.4091288,-49.2059922,Curitiba,PR,Bairro Alto,
2021-08-23 13:01:54,148928,213741,-22.9065912,-43.1025815,Niterói,RJ,Icaraí,
2021-08-23 13:02:52,1004885,295303,-23.1486121,-46.5601364,Atibaia,SP,Jardim Jaragua,
2021-08-23 13:03:25,711896,290639,-22.921775,-43.1761284,Rio de Janeiro,RJ,Glória,
2021-08-23 13:03:30,711896,290639,-22.921775,-43.1761284,Rio de Janeiro,RJ,Glória,
2021-08-23 13:03:45,159941,294157,-23.0042491,-43.3243919,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-23 13:04:22,177692,295307,-23.7018047,-46.5536333,São Bernardo do Campo,SP,,
2021-08-23 13:04:36,175541,291278,-22.9391998,-43.3709905,Rio de Janeiro,RJ,Taquara,
2021-08-23 13:05:45,177697,295309,-22.8652667,-43.2791079,Rio de Janeiro,RJ,Complexo do Alemão,
2021-08-23 13:06:00,36411,235219,-15.8394283,-48.0202463,Brasília,DF,,
2021-08-23 13:06:53,100000,45822,-23.6266824,-46.7431102,São Paulo,SP,Vila Andrade,
2021-08-23 13:07:40,154855,293773,-25.5599666,-49.2853494,Curitiba,PR,Umbará,Curitiba
2021-08-23 13:08:12,176938,105496,-23.0217933,-43.4770345,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-23 13:08:13,177697,295309,-22.8652667,-43.2791079,Rio de Janeiro,RJ,Complexo do Alemão,
2021-08-23 13:08:30,42723,219601,-22.889146,-43.3544954,Rio de Janeiro,RJ,Praça Seca,
2021-08-23 13:09:11,177146,294248,-22.9334288,-43.1814314,Rio de Janeiro,RJ,Flamengo,
2021-08-23 13:09:28,995542,287175,-22.985438,-43.199623,Rio de Janeiro,RJ,Ipanema,
2021-08-23 13:09:33,27133,94507,-22.9747669,-43.4859793,Rio de Janeiro,RJ,Vargem Grande,
2021-08-23 13:10:20,113805,188063,-22.9718745,-43.3818426,Rio de Janeiro,RJ,Jacarepaguá,
2021-08-23 13:10:51,1004875,295310,-24.1131326,-46.6939967,Mongaguá,SP,Balneario Jussara,
2021-08-23 13:11:19,177681,295274,-23.5342899,-46.7169542,São Paulo,SP,Alto da Lapa,
2021-08-23 13:11:42,1004895,295316,-23.6021121,-46.6681576,São Paulo,SP,Moema,
2021-08-23 13:12:13,154370,229879,-23.5604273,-46.6652229,São Paulo,SP,Jardim Paulista,
2021-08-23 13:12:37,152243,191245,-23.4989582,-46.65318,São Paulo,SP,Parque Peruche,
2021-08-23 13:12:44,177582,280897,-23.4999921,-46.6171959,São Paulo,SP,Santana,Tatuapé
2021-08-23 13:13:05,177707,295316,-23.6021121,-46.6681576,São Paulo,SP,Moema,
2021-08-23 13:14:29,159751,203743,-23.6824127,-46.5987927,Diadema,SP,Centro,
2021-08-23 13:15:23,177709,295195,-23.0203465,-43.4579546,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-23 13:15:46,177707,295316,-23.6021121,-46.6681576,São Paulo,SP,Moema,
2021-08-23 13:15:57,1004898,295319,-25.4863559,-49.3332973,Curitiba,PR,Fazendinha,
2021-08-23 13:16:01,987798,280838,-22.777317,-43.4277492,Mesquita,RJ,Cruzeiro do Sul,
2021-08-23 13:17:09,157509,232495,-23.6523775,-46.4319596,Mauá,SP,Jardim Zaira,
2021-08-23 13:17:11,157509,232495,-23.6523775,-46.4319596,Mauá,SP,Jardim Zaira,
2021-08-23 13:17:51,49775,93967,-22.9424703,-43.198193,Rio de Janeiro,RJ,Cosme Velho,
2021-08-23 13:17:55,49775,93967,-22.9424703,-43.198193,Rio de Janeiro,RJ,Cosme Velho,
2021-08-23 13:18:10,15134,207131,-23.0032822,-43.4281158,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-23 13:18:16,177713,295003,-23.6153564,-46.5393761,Santo André,SP,Utinga,
2021-08-23 13:18:34,1004891,295311,-22.9644435,-47.1618762,Campinas,SP,Res. São José,
2021-08-23 13:18:53,177712,295319,-25.4863559,-49.3332973,Curitiba,PR,Fazendinha,
2021-08-23 13:19:18,15134,295327,-22.9074484,-43.2889882,Rio de Janeiro,RJ,Méier,
2021-08-23 13:19:35,177691,294915,-15.847269,-47.9689183,Brasília,DF,Guará II,
2021-08-23 13:20:07,177714,295324,-22.822222,-43.596901,Nova Iguaçu,RJ,Jardim Paraíso,
2021-08-23 13:21:32,177716,295208,-22.9246305,-43.0928799,Niterói,RJ,Charitas,
2021-08-23 13:21:53,1004875,295310,-24.1131326,-46.6939967,Mongaguá,SP,Balneario Jussara,
2021-08-23 13:21:58,177714,295324,-22.822222,-43.596901,Nova Iguaçu,RJ,Jardim Paraíso,
2021-08-23 13:22:21,172315,238036,-22.902492,-43.1089762,Niterói,RJ,Icaraí,
2021-08-23 13:23:18,29342,71745,-22.8922317,-43.0989923,Niterói,RJ,Cubango,
2021-08-23 13:24:52,115155,79523,-22.8983191,-43.5747234,Rio de Janeiro,RJ,Campo Grande,
2021-08-23 13:26:11,59736,153795,-22.9784958,-43.1897252,Rio de Janeiro,RJ,Copacabana,
2021-08-23 13:26:20,101738,171673,-23.613363,-46.5233323,São Paulo,SP,Jardim Angela (Zona Leste),
2021-08-23 13:26:45,1004918,295337,-8.109197,-34.9262338,Recife,PE,Ipsep,
2021-08-23 13:28:14,177720,295335,-23.5106711,-46.5203048,São Paulo,SP,,
2021-08-23 13:28:31,982846,295056,-23.5335254,-46.6776452,São Paulo,SP,Pompeia,
2021-08-23 13:29:58,1004920,295339,-23.5157353,-46.8004119,Osasco,SP,Piratininga,
2021-08-23 13:30:43,166769,268306,-23.5834074,-46.7290206,São Paulo,SP,Jardim Peri Peri,Vila Olímpia
2021-08-23 13:30:46,1004908,295344,-22.9357768,-47.0877898,Campinas,SP,Jardim do Lago,
2021-08-23 13:31:39,158639,150946,-25.4369144,-49.339986,Curitiba,PR,Mossunguê,
2021-08-23 13:32:23,164885,263061,-22.9642096,-43.4053554,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-23 13:33:22,158842,244004,-23.5937215,-46.5785956,São Paulo,SP,Vila Prudente,
2021-08-23 13:34:03,1004929,295349,-25.45616,-49.149395,Piraquara,PR,Guarituba,
2021-08-23 13:34:49,158842,244004,-23.5937215,-46.5785956,São Paulo,SP,Vila Prudente,
2021-08-23 13:36:11,1004264,294734,-25.3820565,-49.209117,Colombo,PR,Atuba,
2021-08-23 13:36:19,116451,19184,-22.96857,-43.1865915,Rio de Janeiro,RJ,Copacabana,
2021-08-23 13:36:21,116451,19184,-22.96857,-43.1865915,Rio de Janeiro,RJ,Copacabana,
2021-08-23 13:36:29,103235,112030,-22.984313,-43.22427,Rio de Janeiro,RJ,Leblon,
2021-08-23 13:37:42,1004936,295353,-23.1727458,-46.9061116,Jundiaí,SP,Cidade Luíza,
2021-08-23 13:38:01,154999,231976,-25.4852625,-49.2922526,Curitiba,PR,Novo Mundo,
2021-08-23 13:38:03,86853,59090,-22.4254264,-42.9564536,Teresópolis,RJ,Bom Retiro,
2021-08-23 13:38:40,86853,59090,-22.4254264,-42.9564536,Teresópolis,RJ,Bom Retiro,
2021-08-23 13:39:14,1004386,294840,-22.9001417,-43.2889126,Rio de Janeiro,RJ,Todos os Santos,
2021-08-23 13:40:49,137905,175145,-25.4255103,-49.3496166,Curitiba,PR,São Braz,
2021-08-23 13:41:02,177730,294734,-25.3820565,-49.209117,Colombo,PR,Atuba,
2021-08-23 13:41:17,176868,293699,-22.9388932,-43.1756622,Rio de Janeiro,RJ,Flamengo,
2021-08-23 13:42:05,172186,290358,-23.5323932,-46.6828897,São Paulo,SP,Perdizes,
2021-08-23 13:43:07,129993,236431,-22.3498432,-41.7991715,Macaé,RJ,Virgem Santa,
2021-08-23 13:43:14,154999,231976,-25.4852625,-49.2922526,Curitiba,PR,Novo Mundo,
2021-08-23 13:45:12,90412,10977,-15.7167487,-47.8851518,Brasília,DF,SHIN,
2021-08-23 13:45:51,90412,10977,-15.7167487,-47.8851518,Brasília,DF,SHIN,
2021-08-23 13:47:13,169917,255355,-23.6357414,-46.4895414,Santo André,SP,Jardim Ana Maria,
2021-08-23 13:47:53,112274,86860,-23.6230054,-46.5616188,São Caetano do Sul,SP,,
2021-08-23 13:47:57,138283,163649,-23.5750975,-46.8082024,Osasco,SP,Jardim Primeiro de Maio (Chacara Fazendinha),
2021-08-23 13:50:51,128805,145949,-22.9046553,-43.2796835,Rio de Janeiro,RJ,Méier,
2021-08-23 13:50:58,130898,158621,-22.9019216,-43.1056909,Niterói,RJ,Icaraí,
2021-08-23 13:51:03,82977,1564,-22.756566,-43.4621614,Nova Iguaçu,RJ,Centro,
2021-08-23 13:51:03,1004773,295201,-23.711174,-46.5458662,São Bernardo do Campo,SP,Centro,São Bernardo do Campo
2021-08-23 13:51:24,164854,257595,-23.447131,-46.7370711,São Paulo,SP,Parque Nações Unidas,Alphaville
2021-08-23 13:51:27,33501,142224,-22.8781112,-42.988186,São Gonçalo,RJ,Rio do Ouro,
2021-08-23 13:53:28,177739,295368,-23.6488946,-46.7554395,São Paulo,SP,Vila Prel,
2021-08-23 13:55:08,1004948,295365,-23.5222191,-46.4443182,São Paulo,SP,Jardim Norma,
2021-08-23 13:55:16,177739,295368,-23.6488946,-46.7554395,São Paulo,SP,Vila Prel,
2021-08-23 13:55:55,1004960,295372,-23.5259998,-46.7397271,São Paulo,SP,Vila Leopoldina,
2021-08-23 13:56:52,9494,258983,-22.9427148,-43.0545089,Niterói,RJ,Piratininga,
2021-08-23 13:57:25,170321,278035,-23.4572374,-46.5424801,Guarulhos,SP,Vila Silveira,Tatuapé
2021-08-23 13:57:38,170321,278035,-23.4572374,-46.5424801,Guarulhos,SP,Vila Silveira,Tatuapé
2021-08-23 13:58:13,1004964,295376,-25.3939078,-49.3580214,Curitiba,PR,Butiatuvinha,
2021-08-23 13:58:21,1004968,295377,-24.3086719,-46.9844198,Peruíbe,SP,Balneario Samburá,
2021-08-23 13:58:31,164565,247760,-15.843215,-47.8512656,Brasília,DF,SHIS,
2021-08-23 13:59:01,177739,295368,-23.6488946,-46.7554395,São Paulo,SP,Vila Prel,
2021-08-23 13:59:50,89395,182131,-22.984528,-43.2072412,Rio de Janeiro,RJ,Ipanema,São Cristóvão
2021-08-23 14:00:28,1004948,295365,-23.5222191,-46.4443182,São Paulo,SP,Jardim Norma,
2021-08-23 14:03:18,50867,45435,-26.1861978,-48.5314429,São Francisco do Sul,SC,Do Ubatuba,
2021-08-23 14:04:23,177357,294658,-22.9348186,-43.2394902,Rio de Janeiro,RJ,Tijuca,
2021-08-23 14:05:29,50867,295386,-22.9528354,-43.1830648,Rio de Janeiro,RJ,Botafogo,
2021-08-23 14:06:32,177747,295385,-23.5423047,-46.7767276,Osasco,SP,Vila Osasco,
2021-08-23 14:07:51,968906,265138,-23.4381206,-46.3008757,Itaquaquecetuba,SP,,
2021-08-23 14:07:54,177748,295392,-23.6254723,-46.7392865,São Paulo,SP,Vila Andrade,
2021-08-23 14:08:26,94851,294522,-15.8228553,-48.1117323,Brasília,DF,,
2021-08-23 14:08:32,166017,266216,-23.5757384,-46.8396087,Carapicuíba,SP,Palos Verdes,
2021-08-23 14:09:04,177748,295392,-23.6254723,-46.7392865,São Paulo,SP,Vila Andrade,
2021-08-23 14:09:14,177750,295393,-23.5681345,-46.7832623,Osasco,SP,City Bussocaba,
2021-08-23 14:09:31,94851,42381,-15.8044268,-47.9258491,Brasília,DF,St. Sudoeste,
2021-08-23 14:10:31,83476,21610,-23.702867,-46.570408,São Bernardo do Campo,SP,Cj Hab Sao Fernando,
2021-08-23 14:11:12,92883,273060,-23.6029131,-46.5757775,São Caetano do Sul,SP,Fundação,
2021-08-23 14:11:16,1004993,295399,-23.5468227,-47.4754778,Sorocaba,SP,,
2021-08-23 14:11:23,70986,192846,-22.968383,-43.386567,Rio de Janeiro,RJ,Jacarepaguá,
2021-08-23 14:12:48,1004995,295402,-23.5553544,-46.5003134,São Paulo,SP,Jardim Fernandes,
2021-08-23 14:13:02,156840,237509,-23.5274429,-46.6906638,São Paulo,SP,Água Branca,
2021-08-23 14:13:12,1005002,295406,-22.8290194,-43.0757504,São Gonçalo,RJ,Patronato,
2021-08-23 14:14:21,151652,197597,-22.8415103,-43.3343073,Rio de Janeiro,RJ,Colégio,São Cristóvão
2021-08-23 14:14:55,1005001,295405,-25.4591338,-49.2937651,Curitiba,PR,Vila Izabel,
2021-08-23 14:15:09,177742,295220,-23.6253146,-46.5659651,São Caetano do Sul,SP,Oswaldo Cruz,
2021-08-23 14:15:45,151652,197597,-22.8415103,-43.3343073,Rio de Janeiro,RJ,Colégio,São Cristóvão
2021-08-23 14:17:22,177757,295405,-25.4591338,-49.2937651,Curitiba,PR,Vila Izabel,
2021-08-23 14:18:33,177764,295406,-22.8290194,-43.0757504,São Gonçalo,RJ,Patronato,
2021-08-23 14:18:38,168389,267313,-22.9405399,-43.196612,Rio de Janeiro,RJ,Cosme Velho,
2021-08-23 14:18:42,168389,267313,-22.9405399,-43.196612,Rio de Janeiro,RJ,Cosme Velho,
2021-08-23 14:19:01,177762,295412,-23.6152252,-46.8690446,Cotia,SP,Rio Cotia,
2021-08-23 14:20:47,160433,209895,-23.0255177,-43.4639525,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-23 14:20:48,177757,295405,-25.4591338,-49.2937651,Curitiba,PR,Vila Izabel,
2021-08-23 14:25:02,45752,59562,-22.9689012,-43.3937036,Rio de Janeiro,RJ,Jacarepaguá,
2021-08-23 14:25:50,177572,292153,-25.0843961,-50.1339493,Ponta Grossa,PR,Uvaranas,
2021-08-23 14:26:12,1004094,294585,-23.0176052,-43.4823441,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-23 14:26:28,982846,295345,-23.6480002,-46.6681294,São Paulo,SP,Vila Mascote,
2021-08-23 14:26:43,1005014,295415,-15.7489455,-47.8937819,Brasília,DF,,
2021-08-23 14:26:49,1005014,295422,-15.7489455,-47.8937819,Brasília,DF,,Brasília
2021-08-23 14:27:43,44023,103068,-22.9168285,-43.2120323,Rio de Janeiro,RJ,Rio Comprido,
2021-08-23 14:27:58,44023,103068,-22.9168285,-43.2120323,Rio de Janeiro,RJ,Rio Comprido,
2021-08-23 14:28:03,935352,295423,-15.8203057,-48.1223881,Brasília,DF,St. N,
2021-08-23 14:28:05,145198,202807,-15.8760735,-48.0875967,Brasília,DF,Centro Urbano,
2021-08-23 14:28:35,45752,295419,-22.9645184,-42.9421446,Maricá,RJ,Itaipuaçu,
2021-08-23 14:28:44,1004635,295077,-25.4201658,-49.2542505,Curitiba,PR,Juvevê,
